adAuthorization,adLabelVersion,author_commentSetting,author_downloadSetting,author_ftc,author_id,author_isADVirtual,author_isEmbedBanned,author_nickname,author_openFavorite,author_privateAccount,author_relation,author_secUid,author_secret,author_signature,author_stitchSetting,author_ttSeller,author_uniqueId,author_verified,authorStats_diggCount,authorStats_followerCount,authorStats_followingCount,authorStats_heart,authorStats_heartCount,authorStats_videoCount,collected,contents_0_desc,contents_1_desc,createTime,desc,digged,diversificationId,forFriend,id,isAd,itemMute,music_album,music_authorName,music_duration,music_id,music_original,music_title,officalItem,originalItem,playlistId,privateItem,secret,shareEnabled,showNotPass,stats_collectCount,stats_commentCount,stats_diggCount,stats_playCount,stats_shareCount,stitchDisplay,stitchEnabled,video_bitrate,video_bitrateInfo_0_Bitrate,video_bitrateInfo_0_CodecType,video_bitrateInfo_0_GearName,video_bitrateInfo_0_QualityType,video_bitrateInfo_1_Bitrate,video_bitrateInfo_1_CodecType,video_bitrateInfo_1_GearName,video_bitrateInfo_1_QualityType,video_bitrateInfo_2_Bitrate,video_bitrateInfo_2_CodecType,video_bitrateInfo_2_GearName,video_bitrateInfo_2_QualityType,video_codecType,video_definition,video_duration,video_encodeUserTag,video_encodedType,video_format,video_height,video_id,video_ratio,video_size,video_videoQuality,video_volumeInfo_Loudness,video_volumeInfo_Peak,video_width,vl1
FALSE,0,0,0,FALSE,6.54779E+18,FALSE,FALSE,Ellen,FALSE,FALSE,0,MS4wLjABAAAAEPJ1tmS0y8fCnEQISvlRKh17d97BnfcVb6AugB-shI0-ybdRwIGGRplUkhhuYOmE,FALSE,,0,FALSE,ellendegeneres,TRUE,164,11400000,28,198000000,198000000,1152,FALSE,"So many people asked to be scared on the show. Even more asked if they could scare someone. Watching this countdown of the top 10 most-viewed scares, I see why. #theellenshow  #top10 #jumpscare ",,1686948312,"So many people asked to be scared on the show. Even more asked if they could scare someone. Watching this countdown of the top 10 most-viewed scares, I see why. #theellenshow  #top10 #jumpscare ",FALSE,10088,FALSE,7.24539E+18,FALSE,FALSE,,Ellen,157,7.24539E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,18000,622,337500,5000000,1324,0,TRUE,791511,791511,h264,normal_540_0,20,456639,h264,lower_540_0,24,338902,h264,lowest_540_0,25,h264,540p,157,,normal,mp4,960,7.24539E+18,540p,15550624,normal,-14.8,0.80353,540,FALSE
FALSE,0,0,0,FALSE,7.04089E+18,FALSE,FALSE,Me_,FALSE,FALSE,0,MS4wLjABAAAA1vR_6mVkte8WwdZbbxvLur0y6jGutSNFEAQuVMobwRFZ8UVTqczR-jL3-c3N0Eti,FALSE,No bio,0,FALSE,just_or,FALSE,184,7477,6,554100,554100,8,FALSE,Speed is not right in is head😂😂😂😂#ishowspeed #fyp #fifa ,,1686840903,Speed is not right in is head😂😂😂😂#ishowspeed #fyp #fifa ,FALSE,10056,FALSE,7.24493E+18,FALSE,FALSE,,Me_,77,7.24493E+18,TRUE,son original,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,72700,3368,546800,5500000,6950,0,TRUE,744647,744647,h264,normal_540_0,20,466403,h264,lower_540_0,24,358371,h264,lowest_540_0,25,h264,540p,77,,normal,mp4,730,7.24493E+18,540p,7220008,normal,-12.1,0.74989,576,FALSE
FALSE,0,0,0,FALSE,7.21065E+18,FALSE,FALSE,Teddy Fozo,FALSE,FALSE,0,MS4wLjABAAAA0beKAVhowGFgCSr1AHH0Q05K6Iqzn52Ocmeuwz1FvQqfkVcZjYxwndLK0xniRDag,FALSE,,0,FALSE,ynwteddyfozo,FALSE,490,6317,18,2500000,2500000,262,FALSE,,,1687333641,,FALSE,10003,FALSE,7.24704E+18,FALSE,FALSE,,Teddy Fozo,16,7.24704E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,32000,975,443600,7200000,842,0,TRUE,598633,598633,h264,normal_480_0,30,467940,h264,lower_540_0,24,354386,h264,lowest_540_0,25,h264,480p,16,,normal,mp4,854,7.24704E+18,480p,1263191,normal,-10.2,1,480,FALSE
FALSE,0,0,0,FALSE,7.2344E+18,FALSE,FALSE,Wayne,FALSE,FALSE,0,MS4wLjABAAAA3OcUWsliXyQN244eryXreMEtRo3Wn1lqznPHILd0l5nEwMaWCL5VJ4nsreSe2gLf,FALSE,Follow me for more,0,FALSE,movie.wayne,FALSE,7,205300,2,10600000,10600000,74,FALSE,#movieclips #wayne #fypシ ,,1687186687,#movieclips #wayne #fypシ ,FALSE,10045,FALSE,7.24641E+18,FALSE,FALSE,Storytelling,Adriel,173,7.0311E+18,FALSE,Storytelling,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,24200,1152,227600,4600000,441,0,TRUE,1919390,1919390,h264,normal_540_0,20,1041516,h264,lower_540_0,24,728393,h264,lowest_540_0,25,h264,540p,76,,normal,mp4,768,7.24641E+18,540p,18473170,normal,-14.3,1,576,FALSE
FALSE,0,0,0,FALSE,7.0941E+18,FALSE,FALSE,LaMelo Ball 🛸🔥,TRUE,FALSE,0,MS4wLjABAAAA7KR8F_4zjLzvlQBV8r1D-W9Gd--olK3FP21rQRPZmZoa88cdGjIGmTBYogXHCi_9,FALSE,"𝙬𝙚𝙡𝙘𝙤𝙢𝙚 🏀⭐
𝘾𝙤𝙣𝙩𝙚𝙣𝙩 𝘾𝙧𝙚𝙖𝙩𝙤𝙧
help me get 1M followers",0,FALSE,lamelowithball,FALSE,58500,588600,527,20300000,20300000,140,FALSE,How engineers play basketball 🤩🏀🛸 #nba #foryou #foryoupage #fyp #fypシ #viral #blowthisup #dontletthisflop #engineers ,,1687672246,How engineers play basketball 🤩🏀🛸 #nba #foryou #foryoupage #fyp #fypシ #viral #blowthisup #dontletthisflop #engineers ,FALSE,10059,FALSE,7.2485E+18,FALSE,FALSE,Love You So,The King Khan & BBQ Show,60,6.72856E+18,FALSE,Love You So,FALSE,FALSE,7.14501E+18,FALSE,FALSE,TRUE,FALSE,11100,373,92400,1300000,390,0,TRUE,977146,977146,h264,normal_540_0,20,519191,h264,lower_540_0,24,377367,h264,lowest_540_0,25,h264,540p,84,,normal,mp4,768,7.2485E+18,540p,10378153,normal,-23.4,0.21878,576,FALSE
FALSE,0,0,0,FALSE,7.16244E+18,FALSE,FALSE,INTERESTING FACTS,FALSE,FALSE,0,MS4wLjABAAAAF4lIYqoL15jtPjbAHR59K7GThRA2swmjGo2g4-06A1jtDpcANTSYvG1Z8Q4P6eKF,FALSE,INTERESTING FACTS,0,FALSE,interestingfacts.tv1,FALSE,0,47900,0,1200000,1200000,139,FALSE,Stupidest creature on the planet #interestingfacts #mystery ,,1687450428,Stupidest creature on the planet #interestingfacts #mystery ,FALSE,10092,FALSE,7.24754E+18,FALSE,FALSE,,INTERESTING FACTS,71,7.24754E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,28700,3763,403200,3200000,13900,0,TRUE,692194,692194,h264,normal_540_0,20,382654,h264,lower_540_0,24,282980,h264,lowest_540_0,25,h264,540p,71,,normal,mp4,1024,7.24754E+18,540p,6217898,normal,-17,0.72444,576,FALSE
FALSE,0,0,3,FALSE,6.70736E+18,FALSE,FALSE,KingZippy,FALSE,FALSE,0,MS4wLjABAAAApn6GfP9YjINX59DN_-TDvh1bCwUI9_HpzbacUJW6DBBPlFfbXOlqk6zoGts474tc,FALSE,"✉️ thekingzippy@gmail.com
Parody videos / ⬇️YT Channel",0,FALSE,kingzippy,FALSE,23300,9400000,1918,214800000,214800000,3820,FALSE,Living with siblings : not again!! #livingwithsiblings #parody #sibling #siblings #youngest #oldestchild #middlechild #memes #meme #zippyfamily #skit #brother #brothers #moms #dinner #letsgo #comedyskit ,,1684351424,Living with siblings : not again!! #livingwithsiblings #parody #sibling #siblings #youngest #oldestchild #middlechild #memes #meme #zippyfamily #skit #brother #brothers #moms #dinner #letsgo #comedyskit ,FALSE,10000,FALSE,7.23423E+18,FALSE,FALSE,,KingZippy,155,7.23423E+18,TRUE,original sound,FALSE,FALSE,7.03551E+18,FALSE,FALSE,TRUE,FALSE,21600,916,158300,1600000,402,0,TRUE,1197146,1197146,h264,normal_720_0,10,1189521,h264,normal_540_0,20,640999,h264,lower_540_0,24,h264,720p,155,,normal,mp4,1280,7.23423E+18,720p,23304696,normal,-14.4,0.94406,720,FALSE
FALSE,0,0,0,FALSE,7.21769E+18,FALSE,FALSE,gnfhh,FALSE,FALSE,0,MS4wLjABAAAAOzVVCwFUDEzSp7ukFRdPxeve2KghwsLpS_3EPmxfsdVfpWLJowk9W3OvJ1XD3I9f,FALSE,,0,FALSE,133luyzwu36,FALSE,18,186400,3,6700000,6700000,108,FALSE,Part2 #video #storytime #dharmann #fyp #foryou #film ,,1681922995,Part2 #video #storytime #dharmann #fyp #foryou #film ,FALSE,10004,FALSE,7.2238E+18,FALSE,FALSE,,gnfhh,139,7.2238E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,277,15,2557,146900,6,0,TRUE,1258631,1258631,h264,normal_540_0,20,682850,h264,lower_540_0,24,481130,h264,lowest_540_0,25,h264,540p,139,,normal,mp4,1024,7.2238E+18,540p,21966425,normal,-19.3,1,576,FALSE
FALSE,0,0,3,FALSE,7.1918E+18,FALSE,FALSE,Lindsey wyatt23,FALSE,FALSE,0,MS4wLjABAAAAI2MKdRM-d5EsbiPEZjthWZb3j2QnCDQeRl3X2-pxKNmc3f63-X923SnY5yyYrw7u,FALSE,"Thank you for 100k!
Goal: 200k
I give credit!
⚠️I'm not impersonating Lindsey⚠️",0,FALSE,lindsey.wyatt23,FALSE,2152,173800,334,2400000,2400000,128,FALSE,#xyzbca #fyp #family ,,1686052202,#xyzbca #fyp #family ,FALSE,,FALSE,7.24154E+18,FALSE,FALSE,,Lindsey wyatt23,115,7.24154E+18,TRUE,original sound,FALSE,FALSE,7.23871E+18,FALSE,FALSE,TRUE,FALSE,8238,247,39300,404100,223,0,FALSE,941777,941777,h264,normal_540_0,20,552093,h264,lower_540_0,24,410827,h264,lowest_540_0,25,h264,540p,115,,normal,mp4,1024,7.24154E+18,540p,13648242,normal,-14.6,0.98855,576,FALSE
FALSE,0,0,0,FALSE,6.97695E+18,FALSE,FALSE,tronjeanor,FALSE,FALSE,0,MS4wLjABAAAAwkQRBxbrbuC2fS5c-BxRfPsnEAIKWtRlnUv6ZDpFluI2RibAqoVjCTI55vY3_FXn,FALSE,"🇦🇺Aussie content creator🇦🇺
Content recruiter for Gravity Gaming
Live on KICK",0,FALSE,tronjeanor,FALSE,829,8235,70,139700,139700,296,FALSE,The best way to get crowns #fortnite #crowns #fortnitefunny #fortniteclips ,,1687084759,The best way to get crowns #fortnite #crowns #fortnitefunny #fortniteclips ,FALSE,10056,FALSE,7.24597E+18,FALSE,FALSE,,tronjeanor,112,7.24597E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,475,101,5063,152600,8,0,TRUE,2933189,2933189,h264,normal_540_0,20,1796328,h264,lower_540_0,24,1347382,h264,lowest_540_0,25,h264,540p,112,,normal,mp4,1024,7.24597E+18,540p,41179784,normal,-14.1,1,576,FALSE
FALSE,0,0,3,FALSE,7.19583E+18,FALSE,FALSE,Respect.100,FALSE,FALSE,0,MS4wLjABAAAAq-GBU1deUOisIcc51qSTdmjeB2D07MUN16llOHvKbyiG91D8cM_8TqRBCngEPhCS,FALSE,thank you for following 🙆‍♀️❤️🙏,0,FALSE,kisra.khalil,FALSE,828,2300000,4,34000000,34000000,343,FALSE,Thanks for a million views and Following 💙#respect #explore #viral #foryou #fürdich #foryourpage #fyp #kids #dad #mom #tiktok ,,1682246557,Thanks for a million views and Following 💙#respect #explore #viral #foryou #fürdich #foryourpage #fyp #kids #dad #mom #tiktok ,FALSE,10018,FALSE,7.22519E+18,FALSE,FALSE,,Kina,179,6.83393E+18,FALSE,Get You The Moon,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,220700,9127,2300000,21200000,7745,0,TRUE,563275,563275,h264,normal_540_0,20,334139,h264,lower_540_0,24,255563,h264,lowest_540_0,25,h264,540p,65,,normal,mp4,1024,7.22519E+18,540p,4642379,normal,-19.9,0.57544,576,FALSE
FALSE,0,0,0,FALSE,6.82244E+18,FALSE,FALSE,YeSquad,FALSE,FALSE,0,MS4wLjABAAAAf0tD68iHyZysXsEgbk4lre8VfdQ3e2kTOm9Bjcg6JbKC51cUsf2uHmjXKRkyxSCa,FALSE,"YE🔛🔝
-
New YT Video🔻",0,FALSE,yesquad,FALSE,4155,2100000,8,48900000,48900000,839,FALSE,W or L Picks from @Goofy⁉️👀 #tierlist #rankthesefoods #draftlist ,,1687894907,W or L Picks from @Goofy⁉️👀 #tierlist #rankthesefoods #draftlist ,FALSE,10056,FALSE,7.24945E+18,FALSE,FALSE,Sahara,Hensonn,60,7.02702E+18,FALSE,Sahara,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,945,121,11500,139400,52,0,TRUE,876263,876263,h264,normal_540_0,20,515197,h264,lower_540_0,24,387536,h264,lowest_540_0,25,h264,540p,30,,normal,mp4,1024,7.24945E+18,540p,3303514,normal,-9.3,1,576,FALSE
FALSE,0,0,0,FALSE,7.24034E+18,FALSE,FALSE,gedama,FALSE,FALSE,0,MS4wLjABAAAAseNwW4d0FCLx_UeIVwJlYqJ_Caz-ZzXfGlvoJdt4i_bPaKDfPq9MHH-tntGIMI_H,FALSE,,0,FALSE,gedamoid9sc,FALSE,0,12300,0,856400,856400,88,FALSE,#tiktok #tvshow ,,1686918721,#tiktok #tvshow ,FALSE,10045,FALSE,7.24526E+18,FALSE,FALSE,,gedama,99,7.24526E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,4800,120,83000,883300,44,0,TRUE,801793,801793,h264,normal_540_0,20,450362,h264,lower_540_0,24,334656,h264,lowest_540_0,25,h264,540p,99,,normal,mp4,1024,7.24526E+18,540p,9972306,normal,-14.5,1,576,FALSE
FALSE,0,0,0,FALSE,6.77467E+18,FALSE,FALSE,BGhetto 🏏 🏉🌱,FALSE,FALSE,0,MS4wLjABAAAAQXp0j0ckIUjGh0w92eboJNCBDNtez3VhvVTPRj-67Lf3yVgq_cXmWn_GpwKVLCZp,FALSE,"Surely not 120k?🥴

Insta - YouTube - Merch - Spotify
⏬️⏬️⏬️⏬️⏬️⏬️",0,FALSE,bghetto5000,FALSE,4488,117900,147,5700000,5700000,716,FALSE,Would YOU Use This Product?! 🏀🔥 #basketball #sports #invention #wow #notanad ,,1685351061,Would YOU Use This Product?! 🏀🔥 #basketball #sports #invention #wow #notanad ,FALSE,10059,FALSE,7.23853E+18,FALSE,FALSE,Sunroof,Nicky Youre & dazy,163,7.03087E+18,FALSE,Sunroof,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,303,98,7164,106200,51,0,TRUE,1120947,1120947,h264,normal_540_0,20,610196,h264,lower_540_0,24,437450,h264,lowest_540_0,25,h264,540p,134,,normal,mp4,1024,7.23853E+18,540p,18878712,normal,-18.3,1,576,FALSE
FALSE,0,0,0,FALSE,6.86901E+18,FALSE,FALSE,Angela,FALSE,FALSE,0,MS4wLjABAAAA-IEdlDo6wW4ZOj994gosk88nUQH2YC-pGEGDvZ4tqGI3Tjb9IPoNWiRqPbfxz6VO,FALSE,"20🇨🇦| 1M+ friends🫶
💌Brand deals: angelaxrosebiz@gmail.com",0,FALSE,angelaxrose,FALSE,31300,1000000,419,36300000,36300000,1766,FALSE,Ocd things #awareness #foru #foryou #ocd #angelaxrose ,,1685045328,Ocd things #awareness #foru #foryou #ocd #angelaxrose ,FALSE,10014,FALSE,7.23721E+18,FALSE,FALSE,,Angela,43,7.23721E+18,TRUE,original sound,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,48000,8074,597400,4600000,1346,0,TRUE,3210416,3210416,h264,normal_540_0,20,1390112,h264,lower_540_0,24,846756,h264,lowest_540_0,25,h264,540p,43,,normal,mp4,1024,7.23721E+18,540p,17269635,normal,-16.3,0.93325,576,FALSE
FALSE,0,0,0,FALSE,7.21812E+18,FALSE,FALSE,gdjg,FALSE,FALSE,0,MS4wLjABAAAA7Yn5DXNghaOl3cclNtyYvnQVq6EppsvpLHN8RTW9c2DJOpZsVwTQXnuHtcfAJY50,FALSE,,0,FALSE,4aaayrcbwyn,FALSE,15,274800,5,4500000,4500000,334,FALSE,#storytime #foryou #fyp #fypシ #funny ,,1687672911,#storytime #foryou #fyp #fypシ #funny ,FALSE,,FALSE,7.2485E+18,FALSE,FALSE,Love You So,The King Khan & BBQ Show,60,7.09686E+18,FALSE,Love You So,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,587,153,4930,96100,79,0,TRUE,965875,965875,h264,normal_540_0,20,538520,h264,lower_540_0,24,386262,h264,lowest_540_0,25,h264,540p,101,,normal,mp4,576,7.2485E+18,540p,12287266,normal,-9.1,1,576,FALSE
